"","FIPS","State.x","County.x","LACCESS_POP10","PCT_LACCESS_POP10","LACCESS_LOWI10","PCT_LACCESS_LOWI10","LACCESS_CHILD10","PCT_LACCESS_CHILD10","LACCESS_SENIORS10","PCT_LACCESS_SENIORS10","LACCESS_HHNV10","PCT_LACCESS_HHNV10","REDEMP_SNAPS08","REDEMP_SNAPS12","PCH_REDEMP_SNAPS_08_12","PCT_SNAP09","PCT_SNAP14","PCH_SNAP_09_14","PC_SNAPBEN08","PC_SNAPBEN10","PCH_PC_SNAPBEN_08_10","SNAP_PART_RATE08","SNAP_PART_RATE10","SNAP_OAPP00","SNAP_OAPP05","SNAP_OAPP10","SNAP_FACEWAIVER00","SNAP_FACEWAIVER05","SNAP_FACEWAIVER10","SNAP_VEHEXCL00","SNAP_VEHEXCL05","SNAP_VEHEXCL10","SNAP_BBCE00","SNAP_BBCE05","SNAP_BBCE10","SNAP_REPORTSIMPLE00","SNAP_REPORTSIMPLE05","SNAP_REPORTSIMPLE10","PC_WIC_REDEMP08","PC_WIC_REDEMP12","PCH_PC_WIC_REDEMP_08_12","REDEMP_WICS08","REDEMP_WICS12","PCH_REDEMP_WICS_08_12","PCT_WIC09","PCT_WIC14","PCH_WIC_09_14","State.y","County.y","FOODINSEC_00_02","FOODINSEC_07_09","FOODINSEC_10_12","CH_FOODINSEC_02_12","CH_FOODINSEC_09_12","VLFOODSEC_00_02","VLFOODSEC_07_09","VLFOODSEC_10_12","CH_VLFOODSEC_02_12","CH_VLFOODSEC_09_12","FOODINSEC_CHILD_01_07","FOODINSEC_CHILD_03_11","FMRKTPTH09","FMRKTPTH13","PCH_FMRKTPTH_09_13","PC_DIRSALES07","MILK_PRICE10","FOOD_TAX11","FFRPTH07","FFRPTH12","PCH_FFRPTH_07_12","FSRPTH07","FSRPTH12","PCH_FSRPTH_07_12","PC_FFRSALES02","PC_FFRSALES07","PC_FSRSALES02","PC_FSRSALES07","State","County","PCT_NHWHITE10","PCT_NHBLACK10","PCT_HISP10","PCT_NHASIAN10","PCT_NHNA10","PCT_NHPI10","PCT_65OLDER10","PCT_18YOUNGER10","MEDHHINC10","POVRATE10","PERPOV10","CHILDPOVRATE10","PERCHLDPOV10","METRO13","POPLOSS00","GROCPTH07","GROCPTH12","PCH_GROCPTH_07_12","SUPERCPTH07","SUPERCPTH12","PCH_SUPERCPTH_07_12","CONVSPTH07","CONVSPTH12","PCH_CONVSPTH_07_12","SNAPSPTH08","SNAPSPTH12","PCH_SNAPSPTH_08_12"
"11","01021","AL","Chilton",1456.67789105128,3.33771255654121,736.957576654768,1.68860430459585,333.491807807717,0.764135847232585,241.694569402323,0.55379916459071,499.805098437034,3.01851128419515,287260.574505495,247911.594652406,-13.6980091754065,14.4230221963222,18.6018362090636,4.17881401274134,14.7749984385735,27.2279867466523,84.2841937334316,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,23.90553,22.55591,-5.645612,145810,141196.8,-3.163887,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Chilton",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0,0,0,13.48,0.9703046,4,0.755393985175393,0.456423012848308,-39.578151030375,0.424909116661159,0.502065314133139,18.158282429489,470,649.511366958242,349,484.381507049538,"AL","Chilton",81.101208,9.557088,7.836308,0.286415,0.307037,0.025205,13.566895,25.112847,38553,20.4,0,32,0,1,"0.000000",0.165242434257117,0.159748054496908,-3.32504164859991,0.023606062036731,0.0228211506424154,-3.32504164859992,0.472121240734621,0.844382573769369,78.8486729500901,0.532836799700206,1.06688879253292,100.228061037299
"12","01023","AL","Choctaw",2612.25386849156,18.848790450188,1611.53400261431,11.6280684220673,534.243818094832,3.85485112991437,438.877645846124,3.16673386136174,380.70327475254,6.48999786485748,146399.694725275,199087.267959184,35.9888545756734,14.4230221963222,18.6018362090636,4.17881401274134,19.6158488958319,28.9533414790077,47.6017766692726,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,25.58854,NA,NA,72072.68,NA,NA,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Choctaw",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0714796283059328,0.073351426685249,2.61864593266342,NA,1.136671,4,0.211595429538722,0.513459986796743,142.661189760141,0.493722668923685,0.660162840167241,33.7112678270164,470,649.511366958242,349,484.381507049538,"AL","Choctaw",55.559564,43.221012,0.526734,0.086586,0.12988,0,18.175915,22.663973,32003,20.7,1,29.9,1,0,"1.000000",0.211595429538722,0.220054280055747,3.99765275434608,0,0,0,0.705318098462407,1.17362282696398,66.3962444069537,1.07694856682998,1.19807330252573,11.2470306778236
"13","01025","AL","Clarke",5060.66098327353,19.5899081921323,2901.6949963233,11.2325126633504,1360.62166611869,5.2669905396922,729.134505776814,2.8224925706531,752.006350178001,7.27489939226082,286113.25248227,404583.406307054,41.4067341505357,14.4230221963222,18.6018362090636,4.17881401274134,18.066554980201,29.4154616995452,62.8172151900641,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,35.38964,34.33015,-2.993797,66390.97,107972.6,62.63146,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Clarke",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0383995084862914,0.0794880966575255,107.002901315528,1.32,1.136671,4,0.984251968503937,0.914113111561544,-7.12610786534717,0.605693519079346,0.516672628273916,-14.6973490719765,470,649.511366958242,349,484.381507049538,"AL","Clarke",53.9736,43.66508,1.049046,0.286455,0.371618,0.015484,16.157628,24.731932,33739,24.9,1,33.5,1,0,"0.000000",0.302846759539673,0.198720241643814,-34.3825762092127,0.0757116898849182,0.0794880966575255,4.98787806525971,0.605693519079346,0.596160724931441,-1.57386431381902,1.3421413341456,1.5963859412053,18.9432066945138
"14","01027","AL","Clay",742.771697930452,5.33140753610717,268.741082133232,1.92894833572518,164.052881014424,1.17752570352012,134.718945384806,0.966974916629387,186.370932367682,3.28696529748999,79622.3395683453,181439.672459016,127.875334287652,14.4230221963222,18.6018362090636,4.17881401274134,8.09975616233312,19.4196973030643,139.756566912139,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Clay",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0733137829912023,0.148864905098623,103.051730554522,2.25,0.9703046,4,0.435666569851873,0.297729810197246,-31.6610842327255,0.435666569851873,0.372162262746558,-14.5763552909068,470,649.511366958242,349,484.381507049538,"AL","Clay",80.28998,14.699971,2.86391,0.165088,0.394775,0,17.578237,22.566753,33035,20.6,0,29.8,0,0,"0.000000",0.217833284925937,0.223297357647935,2.5083736509118,0,0,0,0.508277664827186,0.372162262746558,-26.7797331064916,0.838946428140315,0.756729934251334,-9.79996947733958
"15","01029","AL","Cleburne",146.863495852805,0.980921024931909,80.3899912656715,0.536935554806783,31.6711672727306,0.211535982318532,29.1777438408681,0.194882072140449,208.807570784528,3.54451826149258,103869.536058394,157971.5238,52.0864825189845,14.4230221963222,18.6018362090636,4.17881401274134,10.8068675352877,21.0542848683555,94.823197375251,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,20.60166,21.11114,2.472974,60717.22,62624.08,3.140558,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Cleburne",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0677552679720848,0.0674217907227616,-0.492179072276111,1.7,0.8567245,4,0.408385515927035,0.539374325782093,32.0747932398418,0.340321263272529,0.0674217907227616,-80.1887810140237,470,649.511366958242,349,484.381507049538,"AL","Cleburne",93.213999,3.299492,2.050494,0.15362,0.333957,0.006679,15.769436,23.717606,37566,17.8,0,26.8,0,0,"0.000000",0.272257010618023,0.202265372168285,-25.707928802589,0,0,0,0.340321263272529,0.606796116504855,78.3009708737864,0.774746652189649,1.12369651204603,45.0405121300167
"16","01031","AL","Coffee",11395.3204024342,22.8143677473257,3708.84461474846,7.42541165762085,2727.2968681601,5.46027241963661,1493.50541519682,2.99012055577164,884.111884891343,4.45418854799407,329780.558208955,306212.262933333,-7.14666001040866,14.4230221963222,18.6018362090636,4.17881401274134,8.25082508250825,15.2263180198773,84.5429744009131,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,26.03889,21.86827,-16.01688,177708,140099.1,-21.16331,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Coffee",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0205613241492752,0.0195114337001483,-5.10614219932875,2.03,1.136671,4,0.769132162543264,0.624365878404745,-18.8220297094097,0.790496944836132,0.585343011004449,-25.9525270997994,470,649.511366958242,349,484.381507049538,"AL","Coffee",72.343237,16.531192,6.366621,1.25931,1.205253,0.102106,14.435012,24.193161,40779,20.1,0,30,0,0,"0.000000",0.128188693757211,0.11706860220089,-8.67478342308594,0.0213647822928684,0.0195114337001483,-8.67478342308594,0.875956074007606,0.546320143604152,-37.631559410888,0.350616456994537,0.731678763755561,108.683519885937
"17","01033","AL","Colbert",9519.55115267744,17.49017261828,2770.28491104755,5.08981574014763,2271.97638086306,4.17427864493103,1593.6470856718,2.92799126492209,532.491533469517,2.33825817182416,188715.205929019,263129.279461883,39.4319435821477,14.4230221963222,18.6018362090636,4.17881401274134,11.446014718266,20.6412887763007,80.3360320982326,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,29.0999,23.41329,-19.54167,144510.1,159345,10.26566,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Colbert",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0549058364904189,0.0551004665172832,0.354479667927919,1.25,0.9703046,4,0.769146247665092,0.899974286448959,17.0095140138853,0.622642200490789,0.624471953862543,0.293869154758848,470,649.511366958242,349,484.381507049538,"AL","Colbert",79.617109,15.988094,2.008158,0.411553,0.48137,0.025722,17.386272,22.109943,37455,19.2,0,32.2,0,1,"0.000000",0.183130058967879,0.183668221724277,0.293869154758848,0.0183130058967879,0.0183668221724277,0.293869154758848,0.78745925356188,0.863240642104103,9.62353140171317,0.73072651606683,1.02395033611285,40.1277103812116
"18","01035","AL","Conecuh",3725.78157048967,28.1658721688061,1955.50781210204,14.7830950415939,723.097824897506,5.46641839202832,779.040221255049,5.88932734544186,372.461298912982,6.62153420289745,141483.103834197,137903.454505495,-2.53008962320853,14.4230221963222,18.6018362090636,4.17881401274134,27.3623255100476,39.5249884279637,44.4503991937746,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Conecuh",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0,0.077035667514059,NA,0.91,1.136671,4,0.4573867967678,0.231107002542177,-49.4723056775287,0.381155663973167,0.385178337570295,1.05538864494262,470,649.511366958242,349,484.381507049538,"AL","Conecuh",51.133958,46.280617,1.217115,0.128515,0.332628,0,17.856063,22.996674,27855,25.7,1,41,1,0,"0.000000",0.304924531178533,0.231107002542177,-24.208458516293,0,0,0,0.4573867967678,1.15553501271088,152.638471612357,1.23357365649128,1.75256143594484,42.0718922394748
"19","01037","AL","Coosa",2837.242738337,24.5882896120721,752.859784419558,6.52448032255445,498.070980767431,4.31641373401014,565.564220348546,4.90132784772117,169.149667069661,3.5283618495966,93176.1041860465,218925.344,134.958679494549,14.4230221963222,18.6018362090636,4.17881401274134,11.609474076837,21.1265174718394,81.9765247935787,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Coosa",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0,0,0,1.11,0.9703046,4,0,0.0911909538573773,0,0,0.0911909538573773,0,470,649.511366958242,349,484.381507049538,"AL","Coosa",65.898258,30.817229,1.99324,0.121328,0.34665,0,17.072537,20.539042,33721,18.6,0,29.5,0,0,"0.000000",0,0.0911909538573773,NA,0,0,0,0.0927385699712511,0.911909538573773,883.3120554441,0.66828297898794,0.455954769286887,-31.7722007558246
"20","01039","AL","Covington",3334.14094787191,8.82865337712672,1150.60643395162,3.04675343294483,681.510967800547,1.80461000344379,657.153310251698,1.74011203561948,663.043458866274,4.26916141179753,245994.63544186,305199.158153846,24.0674039926283,14.4230221963222,18.6018362090636,4.17881401274134,16.8458585748331,25.807174159466,53.1959564116291,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,28.60532,24.20761,-15.37374,104827.1,102088.9,-2.612085,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Covington",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0817929003762474,0.0526939797128178,-35.576340403109,3.38,0.9703046,4,0.787957830670579,0.658674746410223,-16.4073608038557,0.6521030322791,0.47424581741536,-27.2744038993545,470,649.511366958242,349,484.381507049538,"AL","Covington",84.075202,12.405667,1.278962,0.391897,0.518999,0.002648,18.374156,22.568516,33484,20.9,0,30.2,1,0,"0.000000",0.244538637104662,0.210775918851271,-13.8067009177535,0,0.0263469898564089,NA,0.679273991957396,0.94849163483072,39.6331445132394,0.977823864359912,1.28441575549993,31.3545110029319
